#Unique identifier for interactor A	Unique identifier for interactor B	Alternative identifier for interactor A	Alternative identifier for interactor B	Aliases for A	Aliases for B	Interaction detection methods	First author	Identifier of the publication	NCBI Taxonomy identifier for interactor A	NCBI Taxonomy identifier for interactor B	Interaction types	Source databases	Interaction identifier(s)	Confidence score	Complex expansion	Biological role A	Biological role B	Experimental role A	Experimental role B	Interactor type A	Interactor type B	Xref for interactor A	Xref for interactor B	Xref for the interaction	Annotations for interactor A	Annotations for interactor B	Annotations for the interaction	NCBI Taxonomy identifier for the host organism	Parameters of the interaction	Creation date	Update date	Checksum for interactor A	Checksum for interactor B	Checksum for interaction	negative	Feature(s) for interactor A	Feature(s) for interactor B	Stoichiometry for interactor A	Stoichiometry for interactor B	Participant identification method for interactor A	Participant identification method for interactor B
uniprotkb:P16109	chebi:"CHEBI:28815"	matrixdb:P16109	matrixdb:GAG_2	uniprotkb:selp(gene name)	matrixdb:Heparan Sulfate(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Koenig et al.(1998)	pubmed:9466983	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__P16109_9466983_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:P20909	matrixdb:GAG_2	matrixdb:P20909	matrixdb:Heparan Sulfate(short label)	uniprotkb:col11a1(gene name)	psi-mi:"MI:0892"(solid phase assay)	Warner et al.(2006)	pubmed:17062562	-	taxid:10116("Rattus norvegicus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__P20909_17062562_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Figure 4"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28815"	uniprotkb:P20909	matrixdb:GAG_2	matrixdb:P20909	matrixdb:Heparan Sulfate(short label)	uniprotkb:col11a1(gene name)	psi-mi:"MI:0016"(circular dichroism)	Warner et al.(2006)	pubmed:17062562	-	taxid:10116("Rattus norvegicus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__P20909_17062562_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Subtle increases in periodic secondary structure in the presence of heparan sulfate"|comment:"Figure 6"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P21980	chebi:"CHEBI:28815"	matrixdb:P21980	matrixdb:GAG_2	uniprotkb:tgm2(gene name)	matrixdb:Heparan Sulfate(short label)	psi-mi:"MI:0921"(surface plasmon resonance array)	Faye et al.(2009)	pubmed:19542224	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__P21980_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:P22455	matrixdb:GAG_2	matrixdb:P22455	matrixdb:Heparan Sulfate(short label)	uniprotkb:fgfr4(gene name)	psi-mi:"MI:0004"(affinity chromatography technology)	Loo et al.(2001)	pubmed:11278860	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__P22455_11278860_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:""|comment:"Figure 5"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28815"	uniprotkb:P39060-PRO_0000005794	matrixdb:GAG_2	matrixdb:PFRAG_1_human	matrixdb:Heparan Sulfate(short label)	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	psi-mi:"MI:0049"(filter binding)	Blackhall et al.(2003)	pubmed:12812520	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_1_human_12812520_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28815"	uniprotkb:P39060-PRO_0000005794	matrixdb:GAG_2	matrixdb:PFRAG_1_human	matrixdb:Heparan Sulfate(short label)	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	psi-mi:"MI:0049"(filter binding)	Blackhall et al.(2003)	pubmed:12812520	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_1_human_12812520_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28815"	uniprotkb:P39060-PRO_0000005794	matrixdb:GAG_2	matrixdb:PFRAG_1_human	matrixdb:Heparan Sulfate(short label)	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	psi-mi:"MI:0049"(filter binding)	Blackhall et al.(2003)	pubmed:12812520	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_1_human_12812520_MatrixDB_3	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28815"	uniprotkb:P39060-PRO_0000005794	matrixdb:GAG_2	matrixdb:PFRAG_1_human	matrixdb:Heparan Sulfate(short label)	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	psi-mi:"MI:0107"(surface plasmon resonance)	Ricard-Blum et al.(2004)	pubmed:14585835	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_1_human_14585835_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"Interaction is dependent upon zinc ions"	taxid:-1("in vitro")	kd:2200(nanomolar)|kon:9040(M-1.s-1)|koff:0.0199(s-1)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P39060-PRO_0000005794	chebi:"CHEBI:28815"	matrixdb:PFRAG_1_human	matrixdb:GAG_2	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	matrixdb:Heparan Sulfate(short label)	psi-mi:"MI:0921"(surface plasmon resonance array)	Faye et al.(2009)	pubmed:19542224	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_1_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P39060-PRO_0000005794	chebi:"CHEBI:28815"	matrixdb:PFRAG_1_human	matrixdb:GAG_2	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	matrixdb:Heparan Sulfate(short label)	psi-mi:"MI:0921"(surface plasmon resonance array)	Faye et al.(2009)	pubmed:19542224	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_1_human_19542224_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:P39061-PRO_0000005796	matrixdb:GAG_2	matrixdb:PFRAG_1_mouse	matrixdb:Heparan Sulfate(short label)	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Kreuger et al.(2002)	pubmed:12456637	-	taxid:10090("Mus musculus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_1_mouse_12456637_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"HS chains > 15 kDa were retained almost quantitatively by the endostatin column."	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28815"	uniprotkb:P39061-PRO_0000005796	matrixdb:GAG_2	matrixdb:PFRAG_1_mouse	matrixdb:Heparan Sulfate(short label)	matrixdb:"Endostatin"(short label)|matrixdb:"C-terminus of collagen XVIII"(synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Kreuger et al.(2002)	pubmed:12456637	-	taxid:10090("Mus musculus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_1_mouse_12456637_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"HS chains > 15 kDa were retained almost quantitatively by the endostatin column."	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28815"	uniprotkb:P08253-PRO_0000391626	matrixdb:GAG_2	matrixdb:PFRAG_10_human	matrixdb:Heparan Sulfate(short label)	matrixdb:"PEX"(short label)|matrixdb:"Hemopexin"(synonym)|matrixdb:"C-terminal hemopexin domain of MMP-2"(synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	Wallon et al.(1997)	pubmed:9054449	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_10_human_9054449_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
uniprotkb:P05067-PRO_0000000092	chebi:"CHEBI:28815"	matrixdb:PFRAG_12_human	matrixdb:GAG_2	matrixdb:"Beta-amyloid peptide 1-42"(short label)|matrixdb:"Peptide (1-42) of the amyloid precursor protein"(synonym)	matrixdb:Heparan Sulfate(short label)	psi-mi:"MI:0921"(surface plasmon resonance array)	Faye et al.(2009)	pubmed:19542224	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_12_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0093"(protein sequence identification)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:P05067-PRO_0000000092	matrixdb:GAG_2	matrixdb:PFRAG_12_human	matrixdb:Heparan Sulfate(short label)	matrixdb:"Beta-amyloid peptide 1-42"(short label)|matrixdb:"Peptide (1-42) of the amyloid precursor protein"(synonym)	psi-mi:"MI:0921"(surface plasmon resonance array)	Salza et al.(2017)	pubmed:28106549|imex:IM-25796	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_12_human_28106549_MatrixDB_1|imex:IM-25796-11	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:P05067-PRO_0000000092	matrixdb:GAG_2	matrixdb:PFRAG_12_human	matrixdb:Heparan Sulfate(short label)	matrixdb:"Beta-amyloid peptide 1-42"(short label)|matrixdb:"Peptide (1-42) of the amyloid precursor protein"(synonym)	psi-mi:"MI:0921"(surface plasmon resonance array)	Salza et al.(2017)	pubmed:28106549|imex:IM-25796	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_12_human_28106549_MatrixDB_2|imex:IM-25796-11	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	matrixdb:PFRAG_14_human	matrixdb:GAG_2	-	matrixdb:Heparan Sulfate(short label)	matrixdb:"HepV"(short label)	psi-mi:"MI:0107"(surface plasmon resonance)	Ricard-Blum et al.(2006)	pubmed:16815843	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__PFRAG_14_human_16815843_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"The interaction is dependent upon divalent cations."	taxid:-1("in vitro")	kd:36(nanomolar)|kon:34300(M-1.s-1)|koff:0.00123(s-1)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28815"	uniprotkb:Q9BY76	matrixdb:GAG_2	matrixdb:Q9BY76	matrixdb:Heparan Sulfate(short label)	uniprotkb:angptl4(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Chomel et al.(2009)	pubmed:19019854	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q9BY76_19019854_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:22-170	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:Q9BY76	matrixdb:GAG_2	matrixdb:Q9BY76	matrixdb:Heparan Sulfate(short label)	uniprotkb:angptl4(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Chomel et al.(2009)	pubmed:19019854	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q9BY76_19019854_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:22-170	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:Q9BY76	matrixdb:GAG_2	matrixdb:Q9BY76	matrixdb:Heparan Sulfate(short label)	uniprotkb:angptl4(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Chomel et al.(2009)	pubmed:19019854	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q9BY76_19019854_MatrixDB_3	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:22-170	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:Q9BY76	matrixdb:GAG_2	matrixdb:Q9BY76	matrixdb:Heparan Sulfate(short label)	uniprotkb:angptl4(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Chomel et al.(2009)	pubmed:19019854	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q9BY76_19019854_MatrixDB_4	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:22-170	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:Q9BY76	matrixdb:GAG_2	matrixdb:Q9BY76	matrixdb:Heparan Sulfate(short label)	uniprotkb:angptl4(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Chomel et al.(2009)	pubmed:19019854	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q9BY76_19019854_MatrixDB_5	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:22-170	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:Q9GKN8	matrixdb:GAG_2	matrixdb:Q9GKN8	matrixdb:Heparan Sulfate(short label)	uniprotkb:prelp(gene name)	psi-mi:"MI:0049"(filter binding)	Bengtsson et al.(2000)	pubmed:11007795	-	taxid:9913("Bos taurus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q9GKN8_11007795_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	kd:1400(nanomolar)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:Q9Y215	matrixdb:GAG_2	matrixdb:Q9Y215	matrixdb:Heparan Sulfate(short label)	uniprotkb:colq(gene name)	psi-mi:"MI:0028"(cosedimentation in solution)	Brandan et al.(1985)	pubmed:3161900	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q9Y215_3161900_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	comment:"The AChE activity released by heparin from the extracellular matrix corresponds to a major peak of assymetric 16S form."|comment:"Figure 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:Q91V88	matrixdb:GAG_2	matrixdb:Q91V88	matrixdb:Heparan Sulfate(short label)	uniprotkb:npnt(gene name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Sato et al.(2013)	pubmed:23357641|imex:IM-20972	-	taxid:10090("Mus musculus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q91V88_23357641_MatrixDB_1|imex:IM-20972-4	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	necessary_binding_site:420-561	-	-	psi-mi:"MI:0707"(anti tag immunostaining)	psi-mi:"MI:0707"(anti tag immunostaining)
chebi:"CHEBI:28815"	uniprotkb:Q05793	matrixdb:GAG_2	matrixdb:Q05793	matrixdb:Heparan Sulfate(short label)	uniprotkb:hspg2(gene name)	psi-mi:"MI:0107"(surface plasmon resonance)	Chomel et al.(2009)	pubmed:19019854	-	taxid:10090("Mus musculus")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q05793_19019854_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0941"(competitor)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28815"	uniprotkb:Q15113	matrixdb:GAG_2	matrixdb:Q15113	matrixdb:Heparan Sulfate(short label)	uniprotkb:PCOLCE(gene name)	psi-mi:"MI:0921"(surface plasmon resonance array)	Salza et al.(2014)	pubmed:24117177|imex:IM-21580	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_2__Q15113_24117177_MatrixDB_1|imex:IM-21580-28	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:318-437	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
